road_id,osm_way_id,edge_id,start_node_id,end_node_id,node_degree,length_m,event_date,event_name,rain_3h,rain_24h,elevation,slope,hand,dist_to_drain_m,flow_accumulation,catchment_km2,twi,drainage_density,dist_to_water_body_m,nearest_water_body_name,nearest_water_body_type,built_up,flood_history,target,data_limited,road_name,highway_type,lat,lon,geometry
road-1105242868,1105242868,edge-1105242868-735219843-6590298842,node-735219843,node-6590298842,4,306.68,2021-11-07,November 2021 Monsoon,73.5,210.0,15.04,0.1286,-0.96,237.3,16.0,12.0348,16.45,0.0,1453.5,JJ Nagar Lake,lake,10,0,0,0,EVR Periyar Salai,primary,13.06985647142857,80.1814875857143,POINT (80.181488 13.069856)
road-1105443956,1105443956,edge-1105443956-343747195-10115906291,node-343747195,node-10115906291,4,103.68,2021-11-07,November 2021 Monsoon,75.25,215.0,11.84,0.4322,0.04,64.4,23.0,17.3001,16.81,2988.239,406.3,Unnamed Basin (wb-way-554923683),basin,11,0,0,0,New Avadi Road,secondary,13.087068633333333,80.23457993333334,POINT (80.234580 13.087069)
road-1105443961,1105443961,edge-1105443961-10115906291-10901554451,node-10115906291,node-10901554451,4,2601.98,2021-11-07,November 2021 Monsoon,75.25,215.0,13.06,0.4322,0.66,72.8,22.0,16.5479,16.76,719.7265,603.0,Unnamed Reservoir (wb-way-48738675),reservoir,1,0,0,0,New Avadi Road,secondary,13.092443394117646,80.22582772352942,POINT (80.225828 13.092443)
road-1105956370,1105956370,edge-1105956370-10120160571-10120160541,node-10120160571,node-10120160541,2,501.08,2021-11-07,November 2021 Monsoon,76.3,218.0,9.46,0.192,-2.54,189.5,1.0,0.7522,11.74,344.9396,820.8,Unnamed Pond (wb-way-595625974),pond,20,4,1,0,Velachery Lower Flyover,primary,12.975588119047618,80.22029806190477,POINT (80.220298 12.975588)
road-1105956371,1105956371,edge-1105956371-10120160590-10120160570,node-10120160590,node-10120160570,2,500.64,2021-11-07,November 2021 Monsoon,76.3,218.0,10.24,0.192,-1.76,343.4,1.0,0.7522,11.74,159.2163,729.8,Puliyenkeni Pond,pond,19,5,1,0,Velachery Upper Flyover,primary,12.977077273333332,80.21962263333333,POINT (80.219623 12.977077)
road-1105956372,1105956372,edge-1105956372-10120160579-10120160571,node-10120160579,node-10120160571,3,18.8,2021-11-07,November 2021 Monsoon,76.3,218.0,10.31,0.192,-1.69,345.8,1.0,0.7522,11.74,159.2163,618.6,Puliyenkeni Pond,pond,17,5,1,0,Velachery Lower Flyover,primary,12.978057,80.21935744999999,POINT (80.219357 12.978057)
road-1105956373,1105956373,edge-1105956373-10120160579-10120161726,node-10120160579,node-10120161726,3,338.95,2021-11-07,November 2021 Monsoon,76.3,218.0,9.6,0.192,-2.4,263.4,1.0,0.7522,11.74,159.2163,798.5,Puliyenkeni Pond,pond,20,5,1,0,100 Feet Road,primary,12.976517765217391,80.22009789130435,POINT (80.220098 12.976518)
road-1105956375,1105956375,edge-1105956375-10120160611-7034913510,node-10120160611,node-7034913510,2,365.59,2021-11-07,November 2021 Monsoon,76.3,218.0,9.51,0.192,-2.49,225.5,1.0,0.7522,11.74,294.8562,846.9,Unnamed Pond (wb-way-595625974),pond,20,5,1,0,100 Feet Road,primary,12.975927756,80.220097064,POINT (80.220097 12.975928)
road-1105956378,1105956378,edge-1105956378-338406860-12157030704,node-338406860,node-12157030704,4,488.76,2021-11-07,November 2021 Monsoon,76.3,218.0,9.26,0.192,-2.74,166.2,1.0,0.7522,11.74,688.0882,716.2,Unnamed Pond (wb-way-595625974),pond,19,3,1,0,Major Mukund Varadharajan Salai,primary,12.974439795833334,80.2204779125,POINT (80.220478 12.974440)
road-1105956379,1105956379,edge-1105956379-2197525484-10120161772,node-2197525484,node-10120161772,4,93.23,2021-11-07,November 2021 Monsoon,76.3,218.0,8.6,0.192,1.6,52.9,1.0,0.7522,12.09,688.0882,308.8,Unnamed Pond (wb-way-595625974),pond,18,0,0,0,Major Mukund Varadharajan Salai,primary,12.971057475,80.218914925,POINT (80.218915 12.971057)
road-1105956380,1105956380,edge-1105956380-10120161772-1241211254,node-10120161772,node-1241211254,2,67.82,2021-11-07,November 2021 Monsoon,76.3,218.0,8.73,0.192,1.73,28.6,1.0,0.7522,12.09,688.0882,382.5,Unnamed Pond (wb-way-595625974),pond,15,1,0,0,Major Mukund Varadharajan Salai,primary,12.9717048,80.21915953333333,POINT (80.219160 12.971705)
road-1105956381,1105956381,edge-1105956381-10120160572-10120160579,node-10120160572,node-10120160579,3,43.46,2021-11-07,November 2021 Monsoon,76.3,218.0,10.34,0.192,-1.66,312.7,1.0,0.7522,11.74,159.2163,587.0,Puliyenkeni Pond,pond,16,5,1,0,100 Feet Road,primary,12.9783339,80.219244875,POINT (80.219245 12.978334)
road-1105956382,1105956382,edge-1105956382-10120160541-10120161784,node-10120160541,node-10120161784,2,177.27,2021-11-07,November 2021 Monsoon,76.3,218.0,9.0,0.192,2.0,195.0,1.0,0.7522,12.09,688.0882,548.9,Unnamed Pond (wb-way-595625974),pond,20,2,1,0,Velachery Lower Flyover,primary,12.973094549999999,80.2197789875,POINT (80.219779 12.973095)
road-1105956383,1105956383,edge-1105956383-8601096138-338282591,node-8601096138,node-338282591,3,84.38,2021-11-07,November 2021 Monsoon,76.3,218.0,8.56,0.192,1.56,58.0,1.0,0.7522,12.09,688.0882,296.5,Unnamed Pond (wb-way-595625974),pond,19,0,0,0,Major Mukund Varadharajan Salai,primary,12.970857033333333,80.21898456666666,POINT (80.218985 12.970857)
road-1105956384,1105956384,edge-1105956384-10120161792-10120160542,node-10120161792,node-10120160542,2,27.0,2021-11-07,November 2021 Monsoon,76.3,218.0,9.3,0.192,-2.7,401.9,6.0,4.5131,14.63,159.2163,776.1,Nadar Street Pond,pond,11,3,1,0,Velachery Upper Flyover,primary,12.9782151,80.22493300000001,POINT (80.224933 12.978215)
road-1105956833,1105956833,edge-1105956833-7034913510-338406630,node-7034913510,node-338406630,2,236.11,2021-11-07,November 2021 Monsoon,76.3,218.0,10.41,0.192,-1.59,223.2,1.0,0.7522,11.74,609.9498,509.5,Puliyenkeni Pond,pond,9,4,1,0,Velachery Bypass Road,primary,12.979021491666666,80.21877776666666,POINT (80.218778 12.979021)
road-1105956834,1105956834,edge-1105956834-10120160570-2167149046,node-10120160570,node-2167149046,2,40.62,2021-11-07,November 2021 Monsoon,76.3,218.0,10.55,0.192,-1.45,97.0,1.0,0.7522,11.74,609.9498,391.8,Puliyenkeni Pond,pond,8,4,1,0,Velachery Upper Flyover,primary,12.980106766666665,80.21843376666668,POINT (80.218434 12.980107)
road-1106871425,1106871425,edge-1106871425-10128406362-1183216792,node-10128406362,node-1183216792,4,30.75,2021-11-07,November 2021 Monsoon,72.8,208.0,15.67,0.254,0.67,566.1,1.0,0.7522,12.84,0.0,258.3,Unnamed Pond (wb-way-1534298018),pond,7,0,0,0,Unnamed Road,trunk_link,13.136585499999999,80.18239305,POINT (80.182393 13.136585)
road-1107083571,1107083571,edge-1107083571-6274883986-2271478714,node-6274883986,node-2271478714,4,7.4,2021-11-07,November 2021 Monsoon,77.0,220.0,5.75,0.2936,-3.05,72.9,1.0,0.7522,12.2,0.0,265.2,Unnamed Pond (wb-way-217850421),pond,41,0,0,0,Basin Bridge Road,trunk,13.103898749999999,80.27352135,POINT (80.273521 13.103899)
road-1107083572,1107083572,edge-1107083572-413576668-10130204526,node-413576668,node-10130204526,4,32.95,2021-11-07,November 2021 Monsoon,77.0,220.0,5.73,0.2936,-3.07,51.9,1.0,0.7522,12.2,0.0,259.0,Unnamed Pond (wb-way-217850421),pond,41,0,0,0,Unnamed Road,trunk,13.1039587,80.27332154999999,POINT (80.273322 13.103959)
road-1107083573,1107083573,edge-1107083573-2271478714-10130204526,node-2271478714,node-10130204526,4,9.26,2021-11-07,November 2021 Monsoon,77.0,220.0,5.74,0.2936,-3.06,69.0,1.0,0.7522,12.2,0.0,265.9,Unnamed Pond (wb-way-217850421),pond,41,0,0,0,Unnamed Road,trunk,13.1039335,80.27348029999999,POINT (80.273480 13.103934)
road-1107083574,1107083574,edge-1107083574-603480775-10130204525,node-603480775,node-10130204525,4,15.73,2021-11-07,November 2021 Monsoon,77.0,220.0,5.67,0.2936,-3.13,68.1,1.0,0.7522,12.2,0.0,305.7,Unnamed Pond (wb-way-217850421),pond,41,0,0,0,Unnamed Road,secondary,13.1043684,80.2734547,POINT (80.273455 13.104368)
road-1107083575,1107083575,edge-1107083575-10130204525-10130204527,node-10130204525,node-10130204527,4,35.64,2021-11-07,November 2021 Monsoon,77.0,220.0,5.71,0.2936,-3.09,68.1,1.0,0.7522,12.2,0.0,284.5,Unnamed Pond (wb-way-217850421),pond,41,0,0,0,Unnamed Road,secondary,13.104117675,80.273505125,POINT (80.273505 13.104118)
road-1107083576,1107083576,edge-1107083576-6274883986-10130204527,node-6274883986,node-10130204527,4,9.33,2021-11-07,November 2021 Monsoon,77.0,220.0,5.74,0.2936,-3.06,75.4,1.0,0.7522,12.2,0.0,271.1,Unnamed Pond (wb-way-217850421),pond,41,0,0,0,Unnamed Road,trunk,13.10394605,80.2735461,POINT (80.273546 13.103946)
road-1107083577,1107083577,edge-1107083577-13824289230-9725969721,node-13824289230,node-9725969721,4,127.41,2021-11-07,November 2021 Monsoon,77.0,220.0,5.76,0.7382,-3.04,156.0,1.0,0.7522,12.2,0.0,339.3,Unnamed Pond (wb-way-217850421),pond,44,0,0,0,Unnamed Road,primary,13.10411285,80.27431615,POINT (80.274316 13.104113)
road-1107083578,1107083578,edge-1107083578-10130204526-10130204527,node-10130204526,node-10130204527,4,7.12,2021-11-07,November 2021 Monsoon,77.0,220.0,5.74,0.2936,-3.06,70.1,1.0,0.7522,12.2,0.0,271.7,Unnamed Pond (wb-way-217850421),pond,41,0,0,0,Unnamed Road,trunk,13.103980799999999,80.27350505,POINT (80.273505 13.103981)
road-1107083579,1107083579,edge-1107083579-13744957883-10130204525,node-13744957883,node-10130204525,4,29.83,2021-11-07,November 2021 Monsoon,77.0,220.0,5.71,0.2936,-3.09,62.6,1.0,0.7522,12.2,0.0,285.5,Unnamed Pond (wb-way-217850421),pond,41,0,0,0,Unnamed Road,secondary,13.10415995,80.273453,POINT (80.273453 13.104160)
road-1109928005,1109928005,edge-1109928005-7821736173-277587996,node-7821736173,node-277587996,3,155.71,2021-11-07,November 2021 Monsoon,77.0,220.0,9.05,0.4322,-0.95,162.5,1.0,0.7522,12.43,61.1609,904.6,Unnamed Wetland (wb-way-217902577),wetland,31,0,0,0,Unnamed Road,trunk_link,13.128684233333333,80.2421528,POINT (80.242153 13.128684)
road-1109928006,1109928006,edge-1109928006-7821736171-7821736173,node-7821736171,node-7821736173,3,6.36,2021-11-07,November 2021 Monsoon,77.0,220.0,9.03,0.4322,-0.97,149.4,1.0,0.7522,12.43,27.9194,972.6,Unnamed Wetland (wb-way-217902577),wetland,31,0,0,0,Unnamed Road,trunk_link,13.12910105,80.24156310000001,POINT (80.241563 13.129101)
road-1109928007,1109928007,edge-1109928007-10154016321-10154016322,node-10154016321,node-10154016322,2,29.52,2021-11-07,November 2021 Monsoon,77.0,220.0,9.18,0.4322,-0.82,133.1,1.0,0.7522,12.43,27.9194,1000.1,Unnamed Wetland (wb-way-217902577),wetland,33,0,0,0,Unnamed Road,trunk_link,13.129205774999999,80.24120074999999,POINT (80.241201 13.129206)
road-1110246914,1110246914,edge-1110246914-277435460-314643681,node-277435460,node-314643681,5,13.36,2021-11-07,November 2021 Monsoon,75.25,215.0,14.92,0.11,1.32,595.3,21.0,15.7957,16.72,0.0,632.4,Vadapalani Murugan Temple Pond,reservoir,15,0,0,0,Dr Ambedkar Road,secondary,13.052318249999999,80.22006235,POINT (80.220062 13.052318)
road-1110246915,1110246915,edge-1110246915-277435460-12624807098,node-277435460,node-12624807098,5,31.16,2021-11-07,November 2021 Monsoon,75.25,215.0,14.93,0.11,1.33,612.8,21.0,15.7957,16.72,0.0,650.0,Vadapalani Murugan Temple Pond,reservoir,15,0,0,0,Nagerkoyil Sudalaimuthu Krishnan (NSK) Salai,primary,13.052298733333332,80.22022283333332,POINT (80.220223 13.052299)
road-1110246916,1110246916,edge-1110246916-5328855183-6305487163,node-5328855183,node-6305487163,2,79.61,2021-11-07,November 2021 Monsoon,73.5,210.0,14.56,0.11,0.96,343.4,20.0,15.0435,16.67,244.1755,390.6,Vadapalani Murugan Temple Pond,reservoir,22,0,0,0,Nagerkoyil Sudalaimuthu Krishnan (NSK) Salai,primary,13.049947600000001,80.212452,POINT (80.212452 13.049948)
road-1111234387,1111234387,edge-1111234387-10168025877-254491206,node-10168025877,node-254491206,6,11.11,2021-11-07,November 2021 Monsoon,75.25,215.0,6.65,0.4322,-3.35,399.0,26.0,19.5566,16.93,1576.6627,293.5,Unnamed Pond (wb-way-1202024807),pond,11,0,0,0,Pulianthope Nedunchalai,secondary,13.099864,80.25978140000001,POINT (80.259781 13.099864)
road-1112199332,1112199332,edge-1112199332-290017678-290017682,node-290017678,node-290017682,4,130.65,2021-11-07,November 2021 Monsoon,77.0,220.0,5.41,0.4322,-1.59,369.6,13.0,9.7783,16.24,916.1702,288.6,Unnamed Pond (wb-way-127012072),pond,10,1,0,0,Sathyamoorty Nagar Main Road,secondary,13.114751633333334,80.26569996666667,POINT (80.265700 13.114752)
road-1112202706,1112202706,edge-1112202706-11144516742-10175133037,node-11144516742,node-10175133037,2,455.71,2021-11-07,November 2021 Monsoon,73.5,210.0,15.24,0.11,1.04,499.5,19.0,14.2913,16.62,0.0,1279.2,Vadapalani Murugan Temple Pond,reservoir,8,0,0,0,Unnamed Road,secondary,13.043723372727273,80.2072585,POINT (80.207258 13.043723)
road-1112206453,1112206453,edge-1112206453-10175165818-10175165822,node-10175165818,node-10175165822,2,258.81,2021-11-07,November 2021 Monsoon,76.3,218.0,10.06,0.192,3.06,1199.2,1.0,0.7522,11.92,0.0,312.8,Puzhuthivakkam Lake,lake,5,1,0,0,Bazaar Road,secondary,12.965836471428572,80.20282081428572,POINT (80.202821 12.965836)
road-1112206454,1112206454,edge-1112206454-10175165822-10175165824,node-10175165822,node-10175165824,2,225.05,2021-11-07,November 2021 Monsoon,76.3,218.0,9.74,0.192,6.74,925.4,1.0,0.7522,11.92,0.0,502.1,Puzhuthivakkam Lake,lake,6,1,0,0,Bazaar Road,secondary,12.965470566666667,80.20549505000001,POINT (80.205495 12.965471)
road-1112206455,1112206455,edge-1112206455-10281683502-338238785,node-10281683502,node-338238785,2,197.16,2021-11-07,November 2021 Monsoon,76.3,218.0,9.05,0.192,6.05,675.9,1.0,0.7522,11.92,0.0,742.9,Puzhuthivakkam Lake,lake,6,0,0,0,Bazaar Road,secondary,12.9651271,80.20799925714286,POINT (80.207999 12.965127)
road-1112206456,1112206456,edge-1112206456-10175146509-251297472,node-10175146509,node-251297472,4,533.49,2021-11-07,November 2021 Monsoon,76.3,218.0,10.4,0.2538,-3.6,1369.8,1.0,0.7522,11.68,0.0,220.4,Madippakkam Village Pond,pond,4,1,0,0,Unnamed Road,secondary,12.96503354390244,80.19905141707318,POINT (80.199051 12.965034)
road-1112992439,1112992439,edge-1112992439-10183032520-10183032519,node-10183032520,node-10183032519,2,59.77,2021-11-07,November 2021 Monsoon,75.25,215.0,10.64,0.4322,-4.36,549.8,2.0,1.5044,13.18,0.0,600.6,Unnamed Reservoir (wb-way-217940545),reservoir,13,0,0,0,Unnamed Road,secondary,13.113050099999999,80.23646525000001,POINT (80.236465 13.113050)
road-1112992440,1112992440,edge-1112992440-10183032523-10183032520,node-10183032523,node-10183032520,4,68.65,2021-11-07,November 2021 Monsoon,75.25,215.0,10.66,0.4322,-4.34,499.7,2.0,1.5044,13.18,247.0664,552.2,Unnamed Reservoir (wb-way-217940545),reservoir,14,0,0,0,Unnamed Road,secondary,13.1134065,80.2358783,POINT (80.235878 13.113406)
road-1112992441,1112992441,edge-1112992441-276517803-13974247129,node-276517803,node-13974247129,4,387.48,2021-11-07,November 2021 Monsoon,75.25,215.0,10.39,0.4322,-0.81,532.9,1.0,0.7522,12.14,0.0,607.0,Unnamed Reservoir (wb-way-48737652),reservoir,24,0,0,0,Paper Mills Road,secondary,13.110454077777778,80.24060833333334,POINT (80.240608 13.110454)
road-1112992443,1112992443,edge-1112992443-10183032518-10183018116,node-10183032518,node-10183018116,2,62.45,2021-11-07,November 2021 Monsoon,75.25,215.0,10.48,0.4322,-4.52,631.4,2.0,1.5044,13.18,0.0,679.9,Unnamed Reservoir (wb-way-217940545),reservoir,13,0,0,0,Unnamed Road,secondary,13.11261315,80.23730925,POINT (80.237309 13.112613)
road-1112992444,1112992444,edge-1112992444-10183032519-10183032518,node-10183032519,node-10183032518,2,35.9,2021-11-07,November 2021 Monsoon,75.25,215.0,10.62,0.4322,-4.38,587.3,2.0,1.5044,13.18,0.0,637.0,Unnamed Reservoir (wb-way-217940545),reservoir,13,0,0,0,Unnamed Road,secondary,13.1128565,80.23685965,POINT (80.236860 13.112856)
road-1112992445,1112992445,edge-1112992445-11664523806-11801306993,node-11664523806,node-11801306993,2,7.03,2021-11-07,November 2021 Monsoon,75.25,215.0,10.43,0.4322,-1.37,652.7,2.0,1.5044,13.18,0.0,687.0,Unnamed Reservoir (wb-way-48737652),reservoir,13,0,0,0,Paper Mills Road,secondary,13.11163225,80.23867425,POINT (80.238674 13.111632)
road-1112997172,1112997172,edge-1112997172-1701428425-13904341358,node-1701428425,node-13904341358,4,324.32,2021-11-07,November 2021 Monsoon,75.25,215.0,12.91,0.1342,1.71,54.8,24.0,18.0522,16.85,380.3168,452.6,Balasubramani Temple Tank,pond,19,0,0,0,Sir Thyagaraya Road,secondary,13.039631936363635,80.24538115454546,POINT (80.245381 13.039632)
road-1112999614,1112999614,edge-1112999614-334006924-334006953,node-334006924,node-334006953,2,301.29,2021-11-07,November 2021 Monsoon,76.3,218.0,4.4,0.148,-2.6,557.6,1.0,0.7522,11.13,0.0,42.1,Thamarai Kulam,pond,8,0,0,0,East Coast Road,primary,12.96805006,80.25721846,POINT (80.257218 12.968050)
road-1113565241,1113565241,edge-1113565241-10187875467-30268340,node-10187875467,node-30268340,2,24.91,2021-11-07,November 2021 Monsoon,73.5,210.0,14.17,0.1286,-0.03,845.1,19.0,14.2913,16.62,0.0,498.4,Unnamed Pond (wb-way-1172624899),pond,12,0,0,0,Unnamed Road,primary,13.069336499999999,80.20587105,POINT (80.205871 13.069336)
road-1113565242,1113565242,edge-1113565242-10187875469-10187875479,node-10187875469,node-10187875479,2,895.78,2021-11-07,November 2021 Monsoon,73.5,210.0,14.72,0.1286,0.52,752.8,19.0,14.2913,16.62,0.0,378.8,Unnamed Pond (wb-way-1172624899),pond,15,0,0,0,Koyambedu Flyover,primary,13.07086541818182,80.20393877272727,POINT (80.203939 13.070865)
road-1113565243,1113565243,edge-1113565243-10187875479-10187875480,node-10187875479,node-10187875480,2,25.1,2021-11-07,November 2021 Monsoon,73.5,210.0,14.19,0.1286,-0.01,787.8,19.0,14.2913,16.62,0.0,532.6,Unnamed Wetland (wb-way-102667270),wetland,8,0,0,0,Koyambedu Flyover,primary,13.068438200000001,80.2074171,POINT (80.207417 13.068438)
road-1113565244,1113565244,edge-1113565244-315264058-12159371329,node-315264058,node-12159371329,2,24.07,2021-11-07,November 2021 Monsoon,73.5,210.0,14.75,0.1286,0.55,365.3,18.0,13.5392,16.56,31967.9139,232.0,Unnamed Pond (wb-way-217802640),pond,51,0,0,0,Koyambedu Flyover,primary,13.074221133333333,80.19998326666666,POINT (80.199983 13.074221)
road-1113565245,1113565245,edge-1113565245-10187875481-10187875490,node-10187875481,node-10187875490,2,1012.48,2021-11-07,November 2021 Monsoon,73.5,210.0,14.72,0.1286,0.52,731.7,19.0,14.2913,16.62,0.0,366.6,Unnamed Pond (wb-way-1172624899),pond,16,0,0,0,Koyambedu Flyover,primary,13.0710015,80.20364416,POINT (80.203644 13.071001)
road-1113565246,1113565246,edge-1113565246-10187875490-10187875492,node-10187875490,node-10187875492,2,19.22,2021-11-07,November 2021 Monsoon,73.5,210.0,14.74,0.1286,0.54,374.8,18.0,13.5392,16.56,31967.9139,216.0,Unnamed Pond (wb-way-217802640),pond,50,0,0,0,Koyambedu Flyover,primary,13.0741515,80.1998466,POINT (80.199847 13.074151)
road-1113565247,1113565247,edge-1113565247-11066566620-10187875481,node-11066566620,node-10187875481,2,16.86,2021-11-07,November 2021 Monsoon,73.5,210.0,14.19,0.1286,-0.01,778.0,19.0,14.2913,16.62,0.0,518.1,Unnamed Wetland (wb-way-102667270),wetland,8,0,0,0,Koyambedu Flyover,primary,13.0683991,80.20726133333334,POINT (80.207261 13.068399)
road-1114825836,1114825836,edge-1114825836-12624807099-298357621,node-12624807099,node-298357621,3,14.93,2021-11-07,November 2021 Monsoon,75.25,215.0,14.94,0.11,1.34,616.3,21.0,15.7957,16.72,0.0,657.0,Vadapalani Murugan Temple Pond,reservoir,18,0,0,0,Dr Ambedkar Road,secondary,13.05161835,80.2201647,POINT (80.220165 13.051618)
road-1114825837,1114825837,edge-1114825837-277435460-12624807099,node-277435460,node-12624807099,5,64.93,2021-11-07,November 2021 Monsoon,75.25,215.0,14.93,0.11,1.33,608.3,21.0,15.7957,16.72,0.0,647.6,Vadapalani Murugan Temple Pond,reservoir,15,0,0,0,Dr Ambedkar Road,secondary,13.051906299999999,80.2201392,POINT (80.220139 13.051906)
road-1115128499,1115128499,edge-1115128499-9365002393-276518368,node-9365002393,node-276518368,3,556.8,2021-11-07,November 2021 Monsoon,77.0,220.0,9.17,0.4322,-2.03,603.6,1.0,0.7522,12.6,0.0,1197.6,Unnamed Pond (wb-way-1202024807),pond,9,0,0,0,Perambur High Road,primary,13.105886531578946,80.25108249473683,POINT (80.251082 13.105887)
road-1115397693,1115397693,edge-1115397693-10201011110-10201011121,node-10201011110,node-10201011121,3,55.0,2021-11-07,November 2021 Monsoon,75.25,215.0,9.55,0.2936,0.15,184.9,27.0,20.3088,16.97,1123.213,421.4,Unnamed Pond (wb-way-1066019829),pond,24,0,0,0,Unnamed Road,secondary_link,13.081174841666666,80.271088925,POINT (80.271089 13.081175)
road-1115397694,1115397694,edge-1115397694-10201011147-10201011144,node-10201011147,node-10201011144,4,10.79,2021-11-07,November 2021 Monsoon,75.25,215.0,9.56,0.2936,0.16,153.2,27.0,20.3088,16.97,1200.2609,444.2,Unnamed Pond (wb-way-1066019829),pond,24,0,0,0,Raja Muthiah Road,secondary,13.08091555,80.27092830000001,POINT (80.270928 13.080916)
road-1115397695,1115397695,edge-1115397695-10201011149-5461093584,node-10201011149,node-5461093584,4,15.91,2021-11-07,November 2021 Monsoon,75.25,215.0,9.55,0.2936,0.15,168.0,27.0,20.3088,16.97,1123.213,428.8,Unnamed Pond (wb-way-1066019829),pond,24,0,0,0,General Hospital Road,primary,13.0810276,80.271049,POINT (80.271049 13.081028)
road-1115851586,1115851586,edge-1115851586-342790262-342790469,node-342790262,node-342790469,2,253.43,2021-11-07,November 2021 Monsoon,73.5,210.0,19.0,0.2669,1.2,906.9,14.0,10.5305,16.31,0.0,188.6,Porur Pond,pond,14,0,0,0,Arcot Road,primary,13.037638557142857,80.16062224285714,POINT (80.160622 13.037639)
road-1115919834,1115919834,edge-1115919834-3820325545-3820326065,node-3820325545,node-3820326065,4,959.2,2021-11-07,November 2021 Monsoon,77.0,220.0,8.67,0.1342,-0.33,1054.2,7.0,5.2652,15.62,0.0,340.9,Thattan Kulam,pond,2,0,0,0,Grand Northern Trunk Road,trunk,13.141756144444445,80.22382707777778,POINT (80.223827 13.141756)
road-1115994190,1115994190,edge-1115994190-6771724332-7802715950,node-6771724332,node-7802715950,2,623.46,2021-11-07,November 2021 Monsoon,76.3,218.0,6.73,0.148,0.73,549.3,1.0,0.7522,11.45,0.0,601.2,Vembuliamman Koil Pond,pond,12,0,0,0,Rajiv Gandhi Salai,primary,12.960673736363638,80.24526117272727,POINT (80.245261 12.960674)
road-1116156482,1116156482,edge-1116156482-10208687993-11043964126,node-10208687993,node-11043964126,4,1061.89,2021-11-07,November 2021 Monsoon,72.8,208.0,18.2,0.2674,1.6,1456.6,14.0,10.5305,16.31,0.0,583.2,Reddy Kulam,pond,2,2,0,0,Unnamed Road,primary,13.094067878571428,80.1616748,POINT (80.161675 13.094068)
road-1116156485,1116156485,edge-1116156485-7045917743-14144150387,node-7045917743,node-14144150387,3,980.92,2021-11-07,November 2021 Monsoon,72.8,208.0,17.95,0.2674,0.75,283.2,1.0,0.7522,12.37,929.4831,654.9,Unnamed Pond (wb-way-219560980),pond,4,2,1,0,Unnamed Road,primary,13.105859376470589,80.16294838235295,POINT (80.162948 13.105859)
road-1116156486,1116156486,edge-1116156486-14128325464-9929183739,node-14128325464,node-9929183739,3,983.63,2021-11-07,November 2021 Monsoon,72.8,208.0,17.96,0.2674,0.76,234.2,1.0,0.7522,12.37,929.4831,618.6,Unnamed Pond (wb-way-219560980),pond,4,1,1,0,Unnamed Road,primary,13.106302787499999,80.16295946666666,POINT (80.162959 13.106303)
road-1116237670,1116237670,edge-1116237670-10209295458-10209295457,node-10209295458,node-10209295457,1,23.55,2021-11-07,November 2021 Monsoon,72.8,208.0,15.61,0.1286,0.81,688.2,18.0,13.5392,16.56,0.0,1550.3,Unnamed Pond (wb-way-217802640),pond,18,0,0,0,Unnamed Road,primary_link,13.087731333333332,80.19857466666667,POINT (80.198575 13.087731)
road-1116254849,1116254849,edge-1116254849-11936667486-10209470317,node-11936667486,node-10209470317,4,156.44,2021-11-07,November 2021 Monsoon,77.0,220.0,6.05,0.2936,-3.35,101.9,27.0,20.3088,16.97,878.8467,620.3,Unnamed Pond (wb-way-217850421),pond,7,1,0,0,Pulianthope Nedunchalai,secondary,13.098234383333335,80.26783386666666,POINT (80.267834 13.098234)
road-1116254850,1116254850,edge-1116254850-10209470317-10209470316,node-10209470317,node-10209470316,4,8.74,2021-11-07,November 2021 Monsoon,77.0,220.0,6.17,0.2936,-3.23,11.0,27.0,20.3088,16.97,878.8467,560.9,Unnamed Pond (wb-way-1264620569),pond,7,1,0,0,Pulianthope Nedunchalai,secondary,13.09848675,80.26688870000001,POINT (80.266889 13.098487)
road-1116463758,1116463758,edge-1116463758-7170102957-7170102950,node-7170102957,node-7170102950,2,489.71,2021-11-07,November 2021 Monsoon,71.75,205.0,8.21,0.2186,4.21,582.7,4.0,3.0087,15.06,0.0,168.8,Thenman Poigai Pond,pond,2,0,0,0,East Coast Road,primary,12.886123860869565,80.24565412173912,POINT (80.245654 12.886124)
road-1116475728,1116475728,edge-1116475728-257439198-257439279,node-257439198,node-257439279,6,95.13,2021-11-07,November 2021 Monsoon,76.3,218.0,4.62,0.2731,-1.38,187.0,10.0,7.5218,15.98,2326.3629,575.1,Unnamed Pond (wb-way-132195429),pond,21,0,0,0,Kalki Krishnamurty Road,secondary,12.9831522,80.25477305,POINT (80.254773 12.983152)
road-1116475729,1116475729,edge-1116475729-12901601245-12003228032,node-12901601245,node-12003228032,3,117.37,2021-11-07,November 2021 Monsoon,76.3,218.0,4.81,0.2731,-0.19,351.2,10.0,7.5218,15.98,2326.3629,397.0,Unnamed Pond (wb-way-132195429),pond,27,0,0,0,Kalki Krishnamurty Road,secondary,12.986785,80.2556053,POINT (80.255605 12.986785)
road-1116475730,1116475730,edge-1116475730-13542454650-310535945,node-13542454650,node-310535945,2,130.3,2021-11-07,November 2021 Monsoon,76.3,218.0,4.81,0.2731,-0.19,362.1,10.0,7.5218,15.98,2326.3629,407.0,Unnamed Pond (wb-way-132195429),pond,27,0,0,0,Kalki Krishnamurty Road,secondary,12.986808466666666,80.25570586666667,POINT (80.255706 12.986808)
