edge_id,osm_way_id,start_node_id,end_node_id,name,highway,length_m,lanes,oneway,node_count,start_lat,start_lon,end_lat,end_lon
edge-1082485671-6538913406-301732801,1082485671,node-6538913406,node-301732801,Grand Southern Trunk Road,trunk,487.42,,yes,5,12.9940945,80.1854788,12.9962216,80.1894026
edge-1082485673-9417619441-277913854,1082485673,node-9417619441,node-277913854,Mount - Medavakkam Road,primary,91.18,2,yes,5,12.968278,80.189535,12.9690267,80.1898774
edge-1082485674-2517035823-9417619441,1082485674,node-2517035823,node-9417619441,Mount - Medavakkam Road,primary,211.74,2,yes,8,12.9665183,80.1887888,12.968278,80.189535
edge-1082631139-3528271839-344424387,1082631139,node-3528271839,node-344424387,Perambur High Road,secondary,113.62,,no,4,13.1079618,80.2460655,13.1080163,80.2450232
edge-1082631140-257932125-11292801140,1082631140,node-257932125,node-11292801140,Strahans Road,secondary,41.53,,yes,3,13.0979368,80.2514348,13.097871,80.2518025
edge-1082631141-2213431458-309316810,1082631141,node-2213431458,node-309316810,EVR Periyar Salai,primary,41.53,,yes,2,13.077325,80.2410906,13.0772204,80.2407225
edge-1082631142-9593473426-309316810,1082631142,node-9593473426,node-309316810,Unnamed Road,primary,15.73,,yes,2,13.0773615,80.2407127,13.0772204,80.2407225
edge-1082631143-3428281973-2197121354,1082631143,node-3428281973,node-2197121354,Royapettah High Road,secondary,35.42,1,yes,3,13.0428251,80.2679557,13.0425503,80.2681192
edge-1082631144-243064543-246825948,1082631144,node-243064543,node-246825948,Broadie's Castle Road,primary,46.58,,yes,8,13.0202745,80.2626659,13.0202472,80.2630135
edge-1082631145-246825949-310501715,1082631145,node-246825949,node-310501715,DGS Dhinakaran Road,primary,117.49,,yes,3,13.0189281,80.2627808,13.0187731,80.2617081
edge-1082631146-310501715-243064541,1082631146,node-310501715,node-243064541,DGS Dhinakaran Road,primary,37.03,,yes,4,13.0187731,80.2617081,13.0190482,80.2615779
edge-1082631147-249497661-249497657,1082631147,node-249497661,node-249497657,Adyar Flyover,primary,231.05,,no,5,13.0067676,80.2577905,13.0065493,80.255689
edge-1083470739-12759223282-7045917743,1083470739,node-12759223282,node-7045917743,Unnamed Road,primary,411.27,,yes,6,13.113868,80.1641362,13.1102619,80.1636476
edge-1083470740-9929183739-12759223282,1083470740,node-9929183739,node-12759223282,Unnamed Road,primary,436.27,,yes,7,13.1102738,80.1635603,13.113868,80.1641362
edge-1086618244-2197121274-12736883458,1086618244,node-2197121274,node-12736883458,Unnamed Road,secondary,84.44,,yes,4,13.0348777,80.2569604,13.0341294,80.2569684
edge-1086858174-30039081-30039085,1086858174,node-30039081,node-30039085,Mount - Poonamallee - Avadi Road,primary,757.75,3,yes,15,13.036298,80.1464734,13.0361539,80.1534309
edge-1087677759-7822087580-7822124726,1087677759,node-7822087580,node-7822124726,Kadappa Road,secondary,300.87,2,no,21,13.1342028,80.1931907,13.1354539,80.1909665
edge-1088738170-9974294111-9974294116,1088738170,node-9974294111,node-9974294116,Unnamed Road,primary,365.54,,yes,8,13.1269434,80.2415193,13.1237276,80.2421205
edge-1088738171-9974294116-2166748898,1088738171,node-9974294116,node-2166748898,Madhavaram High Road,primary,363.4,2,yes,7,13.1237276,80.2421205,13.1269324,80.2414647
edge-1089366395-7170102950-7170102948,1089366395,node-7170102950,node-7170102948,East Coast Road,primary,312.66,2,yes,8,12.883584,80.2452907,12.8808177,80.2447743
edge-1089398188-342746911-342746968,1089398188,node-342746911,node-342746968,Arcot Road,primary,410.04,,yes,16,13.0464375,80.1893647,13.0448484,80.1860022
edge-1089794583-247435500-247435502,1089794583,node-247435500,node-247435502,Rajaji Salai,primary,392.39,,yes,13,13.0888458,80.2903598,13.0921803,80.2915343
edge-1090234162-254122169-254143115,1090234162,node-254122169,node-254143115,Basin Bridge,trunk,21.2,,yes,4,13.1044141,80.2714042,13.1045201,80.2712443
edge-1090234163-6274883879-254122169,1090234163,node-6274883879,node-254122169,Basin Bridge,trunk,6.18,,yes,2,13.1043979,80.2714588,13.1044141,80.2714042
edge-1090653965-9989783631-9989783649,1090653965,node-9989783631,node-9989783649,Unnamed Road,secondary_link,29.32,,yes,14,13.0880904,80.2816514,13.0881797,80.2814177
edge-1090653966-310505827-9989783667,1090653966,node-310505827,node-9989783667,Unnamed Road,secondary_link,13.15,,no,2,13.0883111,80.282541,13.0884283,80.2825575
edge-1090950114-9992430840-9992430840,1090950114,node-9992430840,node-9992430840,Unnamed Road,secondary,146.79,,yes,50,13.111287,80.2781634,13.111287,80.2781634
edge-1090950115-9992430723-9992430846,1090950115,node-9992430723,node-9992430846,Parthasarathy Bridge,secondary,97.52,,yes,15,13.1106438,80.2784251,13.1113223,80.2778642
edge-1090950116-9992430841-9992430721,1090950116,node-9992430841,node-9992430721,Parthasarathy Bridge,secondary,79.09,,yes,12,13.1112599,80.2781154,13.1106928,80.2784772
edge-1090950117-9992430912-9992430840,1090950117,node-9992430912,node-9992430840,Thiruvottriyur High Road,secondary,71.6,,yes,26,13.1108377,80.2785044,13.111287,80.2781634
edge-1090950118-9992430859-9992430912,1090950118,node-9992430859,node-9992430912,Thiruvottriyur High Road,secondary,87.7,,yes,18,13.1115377,80.2782301,13.1108377,80.2785044
edge-1091003763-2800814661-2800814655,1091003763,node-2800814661,node-2800814655,Nungambakkam Subway,secondary,123.04,2,yes,4,13.0665172,80.231501,13.0661876,80.2325851
edge-1091003764-12488249313-7794528403,1091003764,node-12488249313,node-7794528403,Nelson Manickam Road,secondary,338.59,2,yes,9,13.066495,80.2312847,13.0668892,80.2282336
edge-1092250361-314705616-247684064,1092250361,node-314705616,node-247684064,Arcot Road,primary,819.67,,yes,32,13.0497159,80.2108512,13.0477807,80.2035736
edge-1093034126-308313881-30038745,1093034126,node-308313881,node-30038745,Unnamed Road,primary,20.46,,no,2,13.0323294,80.2097601,13.032358,80.2095735
edge-1093034127-30267994-13794389906,1093034127,node-30267994,node-13794389906,Unnamed Road,primary,212.01,,yes,5,13.0319035,80.2116595,13.0322313,80.2097328
edge-1093034128-308313881-300218365,1093034128,node-308313881,node-300218365,Unnamed Road,primary,169.31,,yes,3,13.0323294,80.2097601,13.0338398,80.2098505
edge-1093710256-12839843729-1723299491,1093710256,node-12839843729,node-1723299491,11th Avenue,secondary,235.85,,yes,9,13.0322985,80.2183903,13.032232,80.2205551
edge-1094486431-10024263540-10024263547,1094486431,node-10024263540,node-10024263547,Perambur Redhills High Road,secondary,962.62,2,yes,15,13.1475658,80.2041693,13.1560477,80.2049654
edge-1094486432-10024263547-10024263548,1094486432,node-10024263547,node-10024263548,Perambur Redhills High Road,secondary,7.92,,yes,2,13.1560477,80.2049654,13.1560947,80.2050204
edge-1094486433-1123352201-276517439,1094486433,node-1123352201,node-276517439,Perambur Redhills High Road,secondary,10.15,,yes,2,13.1560763,80.2051539,13.1560197,80.2050804
edge-1095119365-6585631659-259847161,1095119365,node-6585631659,node-259847161,"2nd Avenue, Anna Nagar West",secondary,529.84,2,yes,5,13.0848525,80.2129314,13.0847267,80.2178217
edge-1095867680-7170102948-7170102992,1095867680,node-7170102948,node-7170102992,East Coast Road,primary,145.2,2,yes,8,12.8808177,80.2447743,12.8795573,80.244437
edge-1095867681-10036076112-10036076113,1095867681,node-10036076112,node-10036076113,Unnamed Road,primary_link,8.69,,no,2,12.8808877,80.2447849,12.8809008,80.2447059
edge-1096754053-10107394345-12918933028,1096754053,node-10107394345,node-12918933028,Tambaram Eastern Bypass Road,primary,517.54,,yes,8,12.891555,80.1275389,12.8907061,80.1322277
edge-1096912096-315263564-1184293162,1096912096,node-315263564,node-1184293162,Jawaharlal Nehru Road (100 Feet Road),primary,262.93,,yes,7,13.0636875,80.2117185,13.0613249,80.2117589
edge-1097257592-277912665-9526179480,1097257592,node-277912665,node-9526179480,Medavakkam Koot Road,primary,22.37,,yes,2,12.9202232,80.1840582,12.9204157,80.1839981
edge-1098182027-6245826172-1184327303,1098182027,node-6245826172,node-1184327303,Mount - Poonamallee - Avadi Road,primary,938.81,,yes,13,13.0262609,80.1744807,13.0220787,80.1820081
edge-1098182028-6274979433-277391907,1098182028,node-6274979433,node-277391907,Mount - Poonamallee - Avadi Road,primary,160.26,3,yes,6,13.0344325,80.1584655,13.034307,80.1599293
edge-1098516052-1937587128-1557484911,1098516052,node-1937587128,node-1557484911,Major Mukund Varadharajan Salai,primary,352.25,2,yes,9,12.9225079,80.1424396,12.9226214,80.1456874
edge-1099974483-10269853791-10269853791,1099974483,node-10269853791,node-10269853791,Unnamed Road,secondary,50.37,,no,23,13.0724047,80.2522817,13.0724047,80.2522817
edge-1099974484-10069835053-10069835042,1099974484,node-10069835053,node-10069835042,Unnamed Road,secondary,12.14,,yes,2,13.0723672,80.2524072,13.0722936,80.25249
edge-1099974485-1975496679-10069835050,1099974485,node-1975496679,node-10069835050,Unnamed Road,secondary,20.98,,yes,3,13.072213,80.2525435,13.0722885,80.2523673
edge-1099974486-10069835041-10069835054,1099974486,node-10069835041,node-10069835054,Unnamed Road,secondary,23.25,,yes,2,13.0726142,80.2524115,13.0724068,80.2523844
edge-1099974487-10069835044-4462321220,1099974487,node-10069835044,node-4462321220,Unnamed Road,secondary,165.58,,yes,5,13.0724167,80.2522981,13.0738837,80.2524185
edge-1099974488-10069835043-14030753140,1099974488,node-10069835043,node-14030753140,Mayor Ramanathan Road (Spur Tank Road),secondary,10.15,,yes,2,13.0723115,80.2521825,13.0723599,80.252262
edge-1099974489-10069835064-1990726988,1099974489,node-10069835064,node-1990726988,Mayor Ramanathan Road (Spur Tank Road),secondary,725.18,,yes,10,13.0718126,80.2505543,13.0696407,80.2442737
edge-1099974490-14030753138-10069835068,1099974490,node-14030753138,node-10069835068,Mayor Ramanathan Road (Spur Tank Road),secondary,37.37,,yes,5,13.0722833,80.252318,13.0721491,80.2520018
edge-1099974491-10069835068-10069835066,1099974491,node-10069835068,node-10069835066,Mayor Ramanathan Road (Spur Tank Road),secondary,52.37,,yes,5,13.0721491,80.2520018,13.0720569,80.2515288
edge-1099974492-10069835066-10069835064,1099974492,node-10069835066,node-10069835064,Mayor Ramanathan Road (Spur Tank Road),secondary,109.59,,yes,3,13.0720569,80.2515288,13.0718126,80.2505543
edge-1099974493-10069835042-1975496679,1099974493,node-10069835042,node-1975496679,Casa Major Road,secondary,10.67,,yes,2,13.0722936,80.25249,13.072213,80.2525435
edge-1100207882-6496965128-2168628929,1100207882,node-6496965128,node-2168628929,Unnamed Road,primary,108.57,,yes,3,13.013815,80.2264693,13.0129116,80.2268495
edge-1100668123-2185139091-10013621132,1100668123,node-2185139091,node-10013621132,Unnamed Road,secondary,65.91,,no,3,12.8889456,80.1368492,12.8895375,80.136817
edge-1104358315-290017434-10175102535,1104358315,node-290017434,node-10175102535,MKB Nagar East Avenue,secondary,328.65,,yes,13,13.1198805,80.2657245,13.1228348,80.265753
edge-1104358316-1391029488-290017320,1104358316,node-1391029488,node-290017320,MKB Nagar East Avenue,secondary,74.23,,yes,3,13.1272454,80.2659317,13.1265828,80.2658783
edge-1104358317-10105885267-1391029495,1104358317,node-10105885267,node-1391029495,TVK Link Road,secondary,103.63,,yes,7,13.128518,80.266374,13.1276183,80.2661467
edge-1104358318-10175102535-10105885266,1104358318,node-10175102535,node-10105885266,Unnamed Road,secondary,407.94,,yes,8,13.1228348,80.265753,13.1265032,80.2657843
edge-1104358319-10105885274-10105885267,1104358319,node-10105885274,node-10105885267,Unnamed Road,secondary,105.39,,yes,5,13.1276295,80.2660464,13.128518,80.266374
edge-1104358320-10105885273-10105885274,1104358320,node-10105885273,node-10105885274,Unnamed Road,secondary,40.62,,yes,3,13.1273268,80.2658383,13.1276295,80.2660464
edge-1104535838-10107367566-10107394345,1104535838,node-10107367566,node-10107394345,Tambaram Eastern Bypass Road,primary,1543.6,,yes,35,12.8956954,80.1139562,12.891555,80.1275389
edge-1104548949-8429442652-8429442647,1104548949,node-8429442652,node-8429442647,Chennai - Ennore Road,primary,468.11,,yes,7,13.1500547,80.2991077,13.1540307,80.3004842
edge-1104548950-10107487650-10107487651,1104548950,node-10107487650,node-10107487651,Unnamed Road,primary_link,13.85,,no,2,13.1542437,80.3005466,13.1542088,80.3006694
edge-1105146206-278757483-7824881317,1105146206,node-278757483,node-7824881317,Unnamed Road,primary_link,447.86,,yes,8,13.1452862,80.220288,13.1490036,80.2218788
edge-1105242868-735219843-6590298842,1105242868,node-735219843,node-6590298842,EVR Periyar Salai,primary,306.68,3,yes,14,13.0689087,80.1801176,13.0704619,80.1824525
edge-1105443956-343747195-10115906291,1105443956,node-343747195,node-10115906291,New Avadi Road,secondary,103.68,,no,3,13.0866192,80.2345591,13.0875505,80.2345907
edge-1105443961-10115906291-10901554451,1105443961,node-10115906291,node-10901554451,New Avadi Road,secondary,2601.98,,yes,34,13.0875505,80.2345907,13.0984798,80.213935
edge-1105956370-10120160571-10120160541,1105956370,node-10120160571,node-10120160541,Velachery Lower Flyover,primary,501.08,,yes,21,12.9779775,80.219387,12.9738071,80.2200432
edge-1105956371-10120160590-10120160570,1105956371,node-10120160590,node-10120160570,Velachery Upper Flyover,primary,500.64,,yes,15,12.9757596,80.2202138,12.9799358,80.2185278
edge-1105956372-10120160579-10120160571,1105956372,node-10120160579,node-10120160571,Velachery Lower Flyover,primary,18.8,,yes,2,12.9781365,80.2193279,12.9779775,80.219387
edge-1105956373-10120160579-10120161726,1105956373,node-10120160579,node-10120161726,100 Feet Road,primary,338.95,,yes,23,12.9781365,80.2193279,12.9754853,80.2207189
edge-1105956375-10120160611-7034913510,1105956375,node-10120160611,node-7034913510,100 Feet Road,primary,365.59,2,yes,25,12.97508,80.2204894,12.9780536,80.2191448
edge-1105956378-338406860-12157030704,1105956378,node-338406860,node-12157030704,Major Mukund Varadharajan Salai,primary,488.76,2,yes,24,12.9759943,80.2214036,12.9720987,80.2194508
edge-1105956379-2197525484-10120161772,1105956379,node-2197525484,node-10120161772,Major Mukund Varadharajan Salai,primary,93.23,,yes,4,12.9706155,80.2187455,12.9714014,80.2190447
edge-1105956380-10120161772-1241211254,1105956380,node-10120161772,node-1241211254,Major Mukund Varadharajan Salai,primary,67.82,,yes,3,12.9714014,80.2190447,12.9719744,80.2192589
edge-1105956381-10120160572-10120160579,1105956381,node-10120160572,node-10120160579,100 Feet Road,primary,43.46,,yes,4,12.9784912,80.2191661,12.9781365,80.2193279
edge-1105956382-10120160541-10120161784,1105956382,node-10120160541,node-10120161784,Velachery Lower Flyover,primary,177.27,,yes,8,12.9738071,80.2200432,12.9723062,80.2194922
edge-1105956383-8601096138-338282591,1105956383,node-8601096138,node-338282591,Major Mukund Varadharajan Salai,primary,84.38,,yes,3,12.9712718,80.2191427,12.9705616,80.2188686
edge-1105956384-10120161792-10120160542,1105956384,node-10120161792,node-10120160542,Velachery Upper Flyover,primary,27.0,,yes,3,12.9782554,80.2250556,12.9781695,80.2248246
edge-1105956833-7034913510-338406630,1105956833,node-7034913510,node-338406630,Velachery Bypass Road,primary,236.11,2,yes,12,12.9780536,80.2191448,12.9800506,80.2184067
edge-1105956834-10120160570-2167149046,1105956834,node-10120160570,node-2167149046,Velachery Upper Flyover,primary,40.62,,yes,3,12.9799358,80.2185278,12.9802393,80.2183344
edge-1106871425-10128406362-1183216792,1106871425,node-10128406362,node-1183216792,Unnamed Road,trunk_link,30.75,,no,2,13.1364506,80.1824243,13.1367204,80.1823618
edge-1107083571-6274883986-2271478714,1107083571,node-6274883986,node-2271478714,Basin Bridge Road,trunk,7.4,,yes,2,13.103905,80.2735549,13.1038925,80.2734878
edge-1107083572-413576668-10130204526,1107083572,node-413576668,node-10130204526,Unnamed Road,trunk,32.95,,yes,2,13.1039429,80.2731703,13.1039745,80.2734728
edge-1107083573-2271478714-10130204526,1107083573,node-2271478714,node-10130204526,Unnamed Road,trunk,9.26,,yes,2,13.1038925,80.2734878,13.1039745,80.2734728
edge-1107083574-603480775-10130204525,1107083574,node-603480775,node-10130204525,Unnamed Road,secondary,15.73,,no,2,13.1044391,80.2734528,13.1042977,80.2734566
edge-1107083575-10130204525-10130204527,1107083575,node-10130204525,node-10130204527,Unnamed Road,secondary,35.64,,yes,4,13.1042977,80.2734566,13.1039871,80.2735373
edge-1107083576-6274883986-10130204527,1107083576,node-6274883986,node-10130204527,Unnamed Road,trunk,9.33,,yes,2,13.103905,80.2735549,13.1039871,80.2735373
edge-1107083577-13824289230-9725969721,1107083577,node-13824289230,node-9725969721,Unnamed Road,primary,127.41,,yes,4,13.1039949,80.2735858,13.1041824,80.2747464
edge-1107083578-10130204526-10130204527,1107083578,node-10130204526,node-10130204527,Unnamed Road,trunk,7.12,,yes,2,13.1039745,80.2734728,13.1039871,80.2735373
edge-1107083579-13744957883-10130204525,1107083579,node-13744957883,node-10130204525,Unnamed Road,secondary,29.83,,yes,4,13.1040314,80.2734606,13.1042977,80.2734566
edge-1109928005-7821736173-277587996,1109928005,node-7821736173,node-277587996,Unnamed Road,trunk_link,155.71,,yes,3,13.1290847,80.2415872,13.1282579,80.2427477
edge-1109928006-7821736171-7821736173,1109928006,node-7821736171,node-7821736173,Unnamed Road,trunk_link,6.36,,yes,2,13.1291174,80.241539,13.1290847,80.2415872
edge-1109928007-10154016321-10154016322,1109928007,node-10154016321,node-10154016322,Unnamed Road,trunk_link,29.52,,no,4,13.1290958,80.2411229,13.1293146,80.241277
edge-1110246914-277435460-314643681,1110246914,node-277435460,node-314643681,Dr Ambedkar Road,secondary,13.36,,no,2,13.0522605,80.2200793,13.052376,80.2200454
edge-1110246915-277435460-12624807098,1110246915,node-277435460,node-12624807098,Nagerkoyil Sudalaimuthu Krishnan (NSK) Salai,primary,31.16,,yes,3,13.0522605,80.2200793,13.0523379,80.2203555
edge-1110246916-5328855183-6305487163,1110246916,node-5328855183,node-6305487163,Nagerkoyil Sudalaimuthu Krishnan (NSK) Salai,primary,79.61,,yes,3,13.0499127,80.2121868,13.0500085,80.2129151
edge-1111234387-10168025877-254491206,1111234387,node-10168025877,node-254491206,Pulianthope Nedunchalai,secondary,11.11,2,no,2,13.0998533,80.2598315,13.0998747,80.2597313
edge-1112199332-290017678-290017682,1112199332,node-290017678,node-290017682,Sathyamoorty Nagar Main Road,secondary,130.65,,no,3,13.1141203,80.2656726,13.115294,80.2657274
edge-1112202706-11144516742-10175133037,1112202706,node-11144516742,node-10175133037,Unnamed Road,secondary,455.71,,yes,11,13.0427009,80.2055776,13.0442281,80.2093191
edge-1112206453-10175165818-10175165822,1112206453,node-10175165818,node-10175165822,Bazaar Road,secondary,258.81,,yes,7,12.9658721,80.2018479,12.9657144,80.2042239
edge-1112206454-10175165822-10175165824,1112206454,node-10175165822,node-10175165824,Bazaar Road,secondary,225.05,,yes,6,12.9657144,80.2042239,12.9653374,80.2062619
edge-1112206455-10281683502-338238785,1112206455,node-10281683502,node-338238785,Bazaar Road,secondary,197.16,2,yes,7,12.9652682,80.2071714,12.9649525,80.2089611
edge-1112206456-10175146509-251297472,1112206456,node-10175146509,node-251297472,Unnamed Road,secondary,533.49,2,no,41,12.9655186,80.2005331,12.9648117,80.1961371
edge-1112992439-10183032520-10183032519,1112992439,node-10183032520,node-10183032519,Unnamed Road,secondary,59.77,,yes,2,13.11317,80.2362183,13.1129302,80.2367122
edge-1112992440-10183032523-10183032520,1112992440,node-10183032523,node-10183032520,Unnamed Road,secondary,68.65,,yes,5,13.1135215,80.2357006,13.11317,80.2362183
edge-1112992441-276517803-13974247129,1112992441,node-276517803,node-13974247129,Paper Mills Road,secondary,387.48,,no,9,13.109721,80.2418102,13.1115959,80.2387979
edge-1112992443-10183032518-10183018116,1112992443,node-10183032518,node-10183018116,Unnamed Road,secondary,62.45,,yes,4,13.1127828,80.2370071,13.112499,80.2375043
edge-1112992444-10183032519-10183032518,1112992444,node-10183032519,node-10183032518,Unnamed Road,secondary,35.9,,yes,2,13.1129302,80.2367122,13.1127828,80.2370071
edge-1112992445-11664523806-11801306993,1112992445,node-11664523806,node-11801306993,Paper Mills Road,secondary,7.03,,yes,2,13.1116165,80.2387024,13.111648,80.2386461
edge-1112997172-1701428425-13904341358,1112997172,node-1701428425,node-13904341358,Sir Thyagaraya Road,secondary,324.32,3,yes,11,13.0392158,80.2468293,13.0400058,80.2439487
edge-1112999614-334006924-334006953,1112999614,node-334006924,node-334006953,East Coast Road,primary,301.29,,yes,10,12.966763,80.256917,12.9693963,80.2575687
edge-1113565241-10187875467-30268340,1113565241,node-10187875467,node-30268340,Unnamed Road,primary,24.91,,no,2,13.0694375,80.2059208,13.0692355,80.2058213
edge-1113565242-10187875469-10187875479,1113565242,node-10187875469,node-10187875479,Koyambedu Flyover,primary,895.78,,yes,11,13.0734304,80.2008193,13.0684823,80.2073177
edge-1113565243-10187875479-10187875480,1113565243,node-10187875479,node-10187875480,Koyambedu Flyover,primary,25.1,,yes,3,13.0684823,80.2073177,13.0683921,80.2075299
edge-1113565244-315264058-12159371329,1113565244,node-315264058,node-12159371329,Koyambedu Flyover,primary,24.07,,yes,3,13.0743388,80.1999301,13.0741476,80.2000261
edge-1113565245-10187875481-10187875490,1113565245,node-10187875481,node-10187875490,Koyambedu Flyover,primary,1012.48,,yes,10,13.068443,80.2072054,13.0741257,80.1999313
edge-1113565246-10187875490-10187875492,1113565246,node-10187875490,node-10187875492,Koyambedu Flyover,primary,19.22,,yes,2,13.0741257,80.1999313,13.0741773,80.1997619
edge-1113565247-11066566620-10187875481,1113565247,node-11066566620,node-10187875481,Koyambedu Flyover,primary,16.86,,yes,3,13.0683491,80.2073275,13.068443,80.2072054
edge-1114825836-12624807099-298357621,1114825836,node-12624807099,node-298357621,Dr Ambedkar Road,secondary,14.93,,yes,2,13.0516851,80.2201574,13.0515516,80.220172
edge-1114825837-277435460-12624807099,1114825837,node-277435460,node-12624807099,Dr Ambedkar Road,secondary,64.93,,yes,4,13.0522605,80.2200793,13.0516851,80.2201574
edge-1115128499-9365002393-276518368,1115128499,node-9365002393,node-276518368,Perambur High Road,primary,556.8,,yes,19,13.1066206,80.2486213,13.10494,80.2534095
edge-1115397693-10201011110-10201011121,1115397693,node-10201011110,node-10201011121,Unnamed Road,secondary_link,55.0,,yes,12,13.0813354,80.2709288,13.0811033,80.2713216
edge-1115397694-10201011147-10201011144,1115397694,node-10201011147,node-10201011144,Raja Muthiah Road,secondary,10.79,,yes,2,13.0808678,80.2709372,13.0809633,80.2709194
edge-1115397695-10201011149-5461093584,1115397695,node-10201011149,node-5461093584,General Hospital Road,primary,15.91,,yes,4,13.0810014,80.2709854,13.0810532,80.271122
edge-1115851586-342790262-342790469,1115851586,node-342790262,node-342790469,Arcot Road,primary,253.43,,yes,7,13.0378187,80.1619081,13.0374719,80.1595973
edge-1115919834-3820325545-3820326065,1115919834,node-3820325545,node-3820326065,Grand Northern Trunk Road,trunk,959.2,,yes,27,13.1391085,80.227476,13.1440983,80.2202958
edge-1115994190-6771724332-7802715950,1115994190,node-6771724332,node-7802715950,Rajiv Gandhi Salai,primary,623.46,3,yes,11,12.9579758,80.2440923,12.9630989,80.2464205
edge-1116156482-10208687993-11043964126,1116156482,node-10208687993,node-11043964126,Unnamed Road,primary,1061.89,,yes,14,13.0987054,80.161961,13.0891719,80.1613959
edge-1116156485-7045917743-14144150387,1116156485,node-7045917743,node-14144150387,Unnamed Road,primary,980.92,,yes,17,13.1102619,80.1636476,13.1015881,80.1621335
edge-1116156486-14128325464-9929183739,1116156486,node-14128325464,node-9929183739,Unnamed Road,primary,983.63,,yes,24,13.1015814,80.1620196,13.1102738,80.1635603
edge-1116237670-10209295458-10209295457,1116237670,node-10209295458,node-10209295457,Unnamed Road,primary_link,23.55,,yes,3,13.087728,80.1986829,13.0877345,80.1984656
edge-1116254849-11936667486-10209470317,1116254849,node-11936667486,node-10209470317,Pulianthope Nedunchalai,secondary,156.44,2,no,6,13.09813,80.2683239,13.0984763,80.2669276
edge-1116254850-10209470317-10209470316,1116254850,node-10209470317,node-10209470316,Pulianthope Nedunchalai,secondary,8.74,2,no,2,13.0984763,80.2669276,13.0984972,80.2668498
edge-1116463758-7170102957-7170102950,1116463758,node-7170102957,node-7170102950,East Coast Road,primary,489.71,2,yes,23,12.8879243,80.245538,12.883584,80.2452907
edge-1116475728-257439198-257439279,1116475728,node-257439198,node-257439279,Kalki Krishnamurty Road,secondary,95.13,,no,2,12.9827366,80.2546692,12.9835678,80.2548769
edge-1116475729-12901601245-12003228032,1116475729,node-12901601245,node-12003228032,Kalki Krishnamurty Road,secondary,117.37,,yes,3,12.9863404,80.2555276,12.987381,80.2557094
edge-1116475730-13542454650-310535945,1116475730,node-13542454650,node-310535945,Kalki Krishnamurty Road,secondary,130.3,,yes,3,12.9874821,80.2558414,12.9863313,80.2556161
edge-1116859639-8429442647-8429442642,1116859639,node-8429442647,node-8429442642,Chennai - Ennore Road,primary,624.07,,yes,8,13.1540307,80.3004842,13.1593963,80.3021622
edge-1117074527-2197640097-2197640142,1117074527,node-2197640097,node-2197640142,Gandhi Irwin Road,secondary,255.08,,yes,9,13.0774102,80.2610651,13.0782162,80.2632549
edge-1117074528-248467911-10216513517,1117074528,node-248467911,node-10216513517,Gandhi Irwin Road,secondary,137.97,,yes,5,13.0777391,80.2623028,13.0773407,80.2611036
edge-1117074529-10216513517-2197640052,1117074529,node-10216513517,node-2197640052,Gandhi Irwin Road,secondary,152.68,,yes,5,13.0773407,80.2611036,13.0764883,80.2600535
edge-1117738903-10175146511-10175165818,1117738903,node-10175146511,node-10175165818,Bazaar Road,secondary,95.57,,yes,8,12.9653985,80.2012926,12.9658721,80.2018479
edge-1117975326-10175146509-10175146511,1117975326,node-10175146509,node-10175146511,Bazaar Road,secondary,83.64,,yes,3,12.9655186,80.2005331,12.9653985,80.2012926
edge-1118027451-282747380-6245826172,1118027451,node-282747380,node-6245826172,Mount - Poonamallee - Avadi Road,primary,517.16,,yes,8,13.0285715,80.1703382,13.0262609,80.1744807
edge-1118301188-12478019974-243049875,1118301188,node-12478019974,node-243049875,Greams Road,secondary,463.6,,yes,11,13.0668378,80.2542901,13.0630376,80.2544295
edge-1118335020-276746153-2246483695,1118335020,node-276746153,node-2246483695,Unnamed Road,primary,70.83,,yes,5,13.1320551,80.1698905,13.1320547,80.1692364
edge-1118335021-7025092841-10228235154,1118335021,node-7025092841,node-10228235154,Unnamed Road,primary,216.35,,yes,9,13.1321445,80.1692411,13.1321853,80.1712383
edge-1118335022-10228235155-12112457471,1118335022,node-10228235155,node-12112457471,Unnamed Road,primary,617.28,3,yes,17,13.132217,80.171767,13.1356688,80.1758648
edge-1118335023-10228235174-10228235173,1118335023,node-10228235174,node-10228235173,Unnamed Road,primary,44.07,,yes,2,13.1370325,80.1770626,13.1373481,80.1773088
edge-1118335024-10228235170-10228235174,1118335024,node-10228235170,node-10228235174,Unnamed Road,primary,26.77,,yes,3,13.1368501,80.1769012,13.1370325,80.1770626
edge-1118335025-10228235173-12108250286,1118335025,node-10228235173,node-12108250286,Unnamed Road,primary,2190.41,2,yes,43,13.1373481,80.1773088,13.1502019,80.1907007
edge-1118335026-10228247533-9580877951,1118335026,node-10228247533,node-9580877951,Unnamed Road,primary,70.89,,yes,2,13.15841,80.2022846,13.158354,80.2029368
edge-1119574678-9902231107-978534827,1119574678,node-9902231107,node-978534827,Inner Ring Road (Southern Sector),primary,22.51,,yes,2,12.9778938,80.2043167,12.9780086,80.2041456
edge-1119783276-2271478323-2271477987,1119783276,node-2271478323,node-2271477987,Wall Tax Road,trunk,536.01,,yes,13,13.0866209,80.2757841,13.0819213,80.2764993
edge-1122275983-281998089-321199835,1122275983,node-281998089,node-321199835,Chennai - Ennore Road,primary,932.11,,yes,17,13.1579902,80.3018397,13.150039,80.2991899
